13:53:58,0
13:53:59,0
13:54:00,0
13:54:01,2
13:54:02,4
13:54:03,7
13:54:04,11
13:54:05,15
13:54:06,19
13:54:07,22
13:54:08,26
13:54:09,30
13:54:10,34
13:54:11,37
13:54:12,39
13:54:13,40
13:54:14,39
13:54:15,39
13:54:16,39
13:54:17,39
13:54:18,39
13:54:19,39
13:54:20,39
13:54:21,39
13:54:22,39
13:54:23,39
13:54:24,39
13:54:25,39
13:54:26,38
13:54:27,38
13:54:28,38
13:54:29,38
13:54:30,38
13:54:31,38
13:54:32,38
13:54:33,38
13:54:34,38
13:54:35,38
13:54:36,37
13:54:37,37
13:54:38,37
13:54:39,37
13:54:40,37
13:54:41,37
13:54:42,37
13:54:43,37
13:54:44,37
13:54:45,37
13:54:46,36
13:54:47,36
13:54:48,36
13:54:49,36
13:54:50,36
13:54:51,36
13:54:52,36
13:54:53,36
13:54:54,36
13:54:55,36
13:54:56,36
13:54:57,36
13:54:58,35
13:54:59,35
13:55:00,35
13:55:01,35
13:55:02,35
13:55:03,35
13:55:04,35
13:55:05,35
13:55:06,35
13:55:07,38
13:55:08,39
13:55:09,40
13:55:10,40
13:55:11,40
13:55:12,40
13:55:13,40
13:55:14,39
13:55:15,39
13:55:16,39
13:55:17,39
13:55:18,39
13:55:19,39
13:55:20,39
13:55:21,39
13:55:22,39
13:55:23,39
13:55:24,38
13:55:25,38
13:55:26,38
13:55:27,38
13:55:28,38
13:55:29,38
13:55:30,38
13:55:31,38
13:55:32,38
13:55:33,38
13:55:34,37
13:55:35,37
13:55:36,37
13:55:37,37
13:55:38,37
13:55:39,37
13:55:40,37
13:55:41,37
13:55:42,36
13:55:43,36
13:55:44,36
13:55:45,36
13:55:46,36
13:55:47,36
13:55:48,36
13:55:49,36
13:55:50,36
13:55:51,36
13:55:52,36
13:55:53,34
13:55:54,33
13:55:55,31
13:55:56,29
13:55:57,27
13:55:58,26
13:55:59,24
13:56:00,22
13:56:01,20
13:56:02,18
13:56:03,16
13:56:04,14
13:56:05,13
13:56:06,11
13:56:07,9
13:56:08,7
13:56:09,6
13:56:10,4
13:56:11,3
13:56:12,3
13:56:13,1
13:56:14,0
